N	Graham	Triangle
20	5.5e-05	0.003954
40	4.4e-05	0.011929
60	1.4e-05	0.057078
80	1.8e-05	0.168152
100	3.1e-05	0.392125
120	3.5e-05	0.83491
140	5.2e-05	1.46236
160	5.7e-05	2.62631
180	6e-05	4.13201
200	7.5e-05	6.25113
220	7e-05	9.11974
240	7.4e-05	12.9687
260	8.4e-05	18.1466
280	7.6e-05	23.7657
300	9.6e-05	30.5461
320	9.6e-05	39.1292
340	9.6e-05	51.657
360	0.000112	62.3966
380	9.6e-05	78.3546
400	0.000128	96.0934
420	0.000128	117.193
440	0.000128	139.424
460	0.000128	167.709
480	0.000128	205.391
2000	0.000512
4000	0.001088
6000	0.0016
8000	0.002304
10000	0.002816
12000	0.003392
14000	0.003904
16000	0.004544
18000	0.00512
20000	0.00576
22000	0.006272
24000	0.006976
26000	0.007424
28000	0.008192
30000	0.008768
32000	0.009344
34000	0.009984
36000	0.010688
38000	0.0112
40000	0.011904
42000	0.012352
44000	0.013056
46000	0.013632
48000	0.014464
50000	0.014912
52000	0.015488
54000	0.016256
56000	0.016704
58000	0.017472
60000	0.018048
62000	0.01856
64000	0.019264
66000	0.02016
68000	0.020672
70000	0.021504
72000	0.022272
74000	0.022592
76000	0.023296
78000	0.024064
80000	0.024512
82000	0.025152
84000	0.0256
86000	0.026496
88000	0.027072
90000	0.027712
92000	0.028352
94000	0.02912
96000	0.02976
98000	0.030528
100000	0.030976
102000	0.032064
104000	0.032192
106000	0.033088
108000	0.033536
110000	0.034112
112000	0.034944
114000	0.03552
116000	0.036224
118000	0.037056
120000	0.037312
122000	0.038144
124000	0.038912
126000	0.039424
128000	0.040128
130000	0.040832
132000	0.04192
134000	0.042624
136000	0.0432
138000	0.043712
140000	0.045056
142000	0.045184
144000	0.045376
146000	0.046336
148000	0.046784
150000	0.047552
152000	0.048128
154000	0.049216
156000	0.049984
158000	0.050496
160000	0.051008
162000	0.051456
164000	0.05216
166000	0.052928
168000	0.053376
170000	0.054016
